locationType,worldX,worldY,locationID,region,climate
Farm,336,133,33610413326,Shalgora,1
Farm,922,100,9223710067,Wrothgarian Mountains,4
Farm,197,27,1970327111,Northmoor,1
Farm,879,208,8795520895,Wayrest,1
Farm,834,308,8342430869,Satakalaam,5
Farm,722,220,7226322072,Isle of Balfiera,4
Farm,859,485,8591248577,Dragontail Mountains,4
Farm,574,343,5745134327,Tigonus,7
Farm,945,123,94511812314,Wrothgarian Mountains,4
Farm,485,412,48565412125,Alik'r Desert,8
Farm,312,444,3126044464,Alik'r Desert,8
Farm,446,431,4463343135,Antiphyllos,8
Farm,494,371,4944037159,Ayasofya,7
Farm,577,3,577280335,Phrygias,4
Farm,182,461,1823646168,Abibon-gora,7
Farm,220,172,22010917203,Daggerfall,1
Farm,829,158,8290015812,Menevia,3
Farm,744,305,7449930556,Lainlyn,5
Farm,957,222,9576122263,Wayrest,3
Farm,139,83,1391198365,Glenumbra Moors,1
Farm,604,382,604120382115,Tigonus,7
Farm,802,443,8028444369,Dragontail Mountains,4
Farm,844,81,844648146,Wrothgarian Mountains,4
Farm,411,403,4119540376,Sentinel,8
Farm,170,188,1709718863,Daggerfall,1
Farm,346,98,346789899,Daenia,1
Farm,781,400,78108400111,Dragontail Mountains,4
Farm,986,226,98623226110,Gavaudon,3
Farm,976,394,9761939468,Dragontail Mountains,4
Farm,299,184,2998218492,Daggerfall,1
Farm,208,134,20812134113,Glenpoint,3
Farm,301,14,301681493,Ykalon,2
Farm,509,393,50922393125,Ayasofya,8
Farm,441,89,441268974,Urvaius,1
Farm,839,22,839732228,Wrothgarian Mountains,4
Farm,941,233,9412023364,Wayrest,1
Farm,694,76,694387654,Koegria,4
Farm,358,110,35810411067,Daenia,1
Farm,752,316,75265316113,Lainlyn,5
Farm,932,292,9320629258,Mournoth,5
Farm,949,312,9493731267,Mournoth,5
Farm,593,46,593844684,Kambria,1
Farm,703,26,703442672,Wrothgarian Mountains,4
Farm,467,477,4670947710,Alik'r Desert,8
Farm,961,265,9615026559,Wayrest,1
Farm,811,75,811087565,Wrothgarian Mountains,4
Farm,850,400,8503840064,Dragontail Mountains,4
Farm,596,89,596708944,Kambria,1
Farm,241,453,2412845340,Kairou,7
Farm,160,72,1601157252,Glenpoint,1
Farm,296,71,296357193,Ilessan Hills,1
Farm,537,381,5376538174,Ayasofya,7
Farm,534,119,5343511970,Dwynnen,1
Farm,981,321,9817432142,Mournoth,5
Farm,158,93,158109360,Glenpoint,3
Farm,956,282,9563228255,Mournoth,5
Farm,676,290,6763529038,Lainlyn,5
Farm,601,114,60111811464,Bhoriane,1
Farm,121,195,1218819531,Daggerfall,1
Farm,971,394,9715839465,Dragontail Mountains,4
Farm,816,373,8164737350,Totambu,5
Farm,271,56,271765647,Northmoor,1
Farm,753,366,7533236669,Totambu,5
Farm,325,84,325018467,Ilessan Hills,1
Farm,547,37,5471113718,Dwynnen,1
Farm,113,73,1131117324,Glenumbra Moors,1
Farm,966,305,96612430573,Mournoth,5
Farm,160,93,160149367,Glenpoint,3
Farm,418,155,4180815567,Anticlere,1
Farm,139,136,1396913661,Glenpoint,3
Farm,224,76,2247476127,Ilessan Hills,3
Farm,721,312,7216131246,Lainlyn,5
Farm,718,47,718864732,Wrothgarian Mountains,4
Farm,471,48,4711548125,Urvaius,1
Farm,177,31,177493128,Northmoor,1
Farm,426,102,42637102101,Urvaius,1
Farm,516,139,5166813973,Dwynnen,1
Farm,663,112,66374112128,Koegria,1
Farm,739,63,739096326,Wrothgarian Mountains,4
Farm,544,363,5441336363,Tigonus,7
Farm,973,214,9736021478,Gavaudon,4
Farm,367,162,3675816268,Anticlere,1
Farm,199,46,199614659,Northmoor,1
Farm,341,143,3413514391,Anticlere,1
Farm,281,204,28109204118,Daggerfall,1
Farm,331,30,331313041,Ykalon,1
Farm,763,358,7630335867,Totambu,5
Farm,891,420,8915242065,Dragontail Mountains,4
Farm,414,127,4141712755,Anticlere,1
Farm,215,129,2151012976,Glenpoint,3
Farm,241,16,241871672,Northmoor,1
Farm,304,491,304104491102,Alik'r Desert,8
Farm,917,339,91710833968,Totambu,5
Farm,468,103,468124103113,Urvaius,1
Farm,446,38,4461183859,Ykalon,1
Farm,377,474,3776847461,Alik'r Desert,8
Farm,452,167,4526916759,Anticlere,1
Farm,609,425,6096042561,Alik'r Desert,8
Farm,241,21,241592140,Northmoor,1
Farm,391,110,3917311052,Daenia,1
Farm,672,100,67210210073,Koegria,1
Farm,915,86,915068606,Wrothgarian Mountains,4
Farm,450,9,450740933,Phrygias,2
Farm,268,189,26810618960,Daggerfall,1
Farm,318,135,3186413569,Shalgora,1
Farm,803,487,8036048768,Dragontail Mountains,4
Farm,366,19,36610519108,Ykalon,2
Farm,576,10,576421074,Phrygias,4
Farm,138,137,1386113769,Glenpoint,3
Farm,458,143,4582214370,Anticlere,1
Farm,820,128,8206412899,Wrothgarian Mountains,4
Farm,239,443,23917443102,Kairou,7
Farm,629,98,629409859,Bhoriane,1
Farm,817,431,8175843123,Dragontail Mountains,4
Farm,428,74,428737451,Urvaius,1
Farm,565,19,565451958,Dwynnen,1
Farm,469,125,4697412573,Urvaius,1
Farm,235,414,2351841473,Pothago,7
Farm,442,157,4427215768,Anticlere,1
Farm,264,199,2649519941,Daggerfall,1
Farm,467,446,4678844670,Antiphyllos,8
Farm,321,494,3218349474,Alik'r Desert,8
Farm,949,288,9498228860,Mournoth,5
Farm,302,41,302404156,Ykalon,1
Farm,430,146,4304114664,Anticlere,1
Farm,344,104,34414104114,Shalgora,1
Farm,404,78,404337863,Daenia,1
Farm,333,194,3335419431,Shalgora,1
Farm,872,158,8727415872,Orsinium Area,3
Farm,920,105,9207010588,Wrothgarian Mountains,4
Farm,353,158,35311415869,Anticlere,1
Farm,347,172,3473217231,Anticlere,1
Farm,821,357,8216035770,Totambu,5
Farm,849,442,8499344282,Ephesus,4
Farm,818,68,818516883,Wrothgarian Mountains,4
Farm,785,21,7851012183,Wrothgarian Mountains,4
Farm,144,236,1448723678,Daggerfall,1
Farm,152,138,1526313846,Glenpoint,3
Farm,132,140,13267140113,Glenpoint,3
Farm,135,142,1357314219,Glenpoint,3
Farm,670,433,6706443370,Dragontail Mountains,4
Farm,341,371,34110137129,Sentinel,7
Farm,416,173,4165417395,Anticlere,1
Farm,285,8,28512408118,Northmoor,2
Farm,746,381,7464938196,Dragontail Mountains,4
Farm,748,357,748105357110,Totambu,5
Farm,335,438,33512543868,Alik'r Desert,8
Farm,237,430,2378143055,Kairou,7
Farm,698,111,6987011164,Alcaire,1
Farm,890,373,8908137352,Totambu,5
Farm,554,96,554129654,Dwynnen,1
Farm,236,422,2362842269,Pothago,7
Farm,431,392,4312839256,Sentinel,8
Farm,252,148,2527614878,Daggerfall,3
Farm,904,356,90410835670,Totambu,5
Farm,502,70,5021247069,Dwynnen,1
Farm,949,36,949063624,Wrothgarian Mountains,4
Farm,240,37,2407437105,Northmoor,1
Farm,226,116,2266711654,Glenpoint,3
Farm,447,107,4475810770,Urvaius,1
Farm,123,190,12313190104,Daggerfall,1
Farm,285,405,2859140555,Myrkwasa,7
Farm,181,92,181929255,Glenpoint,3
Farm,418,119,4181711960,Anticlere,1
Farm,136,43,136724355,Northmoor,1
Farm,633,428,6336442820,Alik'r Desert,8
Farm,949,224,9494122476,Wayrest,1
Farm,486,352,48611035261,Tigonus,7
Farm,449,395,4493739597,Ayasofya,8
Farm,816,195,8167619563,Menevia,1
Farm,510,84,510208464,Dwynnen,1
Farm,251,470,2513547055,Alik'r Desert,8
Farm,205,461,2056946169,Abibon-gora,7
Farm,617,392,6171839203,Alik'r Desert,4
Farm,663,463,6632246318,Dak'fron,9
Farm,563,395,5634439554,Alik'r Desert,8
Farm,262,109,26210410959,Ilessan Hills,3
Farm,520,118,5206911865,Dwynnen,1
Farm,531,121,5317012170,Dwynnen,1
Farm,824,366,8241336660,Totambu,5
Farm,671,88,6715588109,Koegria,1
Farm,282,208,28211620872,Daggerfall,1
Farm,376,17,376761779,Ykalon,2
Farm,429,420,4296842061,Antiphyllos,8
Farm,220,142,2205414258,Glenpoint,3
Farm,229,90,229519064,Ilessan Hills,3
Farm,519,78,519457876,Dwynnen,1
Farm,900,214,9009521447,Wayrest,1
Farm,334,394,3346039403,Sentinel,7
Farm,659,23,659232364,Wrothgarian Mountains,4
Farm,192,495,1925549568,Abibon-gora,7
Farm,265,109,2656010970,Ilessan Hills,3
Farm,130,84,130608479,Glenumbra Moors,1
Farm,562,434,56212443461,Alik'r Desert,8
Farm,905,253,9059325365,Wayrest,1
Farm,299,52,299285254,Ilessan Hills,1
Farm,824,190,82454190123,Menevia,1
Farm,903,239,9030623968,Wayrest,1
Farm,938,195,9386019554,Wrothgarian Mountains,4
Farm,865,299,86524299114,Satakalaam,5
Farm,547,87,547368729,Dwynnen,1
Farm,102,185,1024518591,Daggerfall,1
Farm,338,378,3386837865,Sentinel,7
Farm,169,185,16904185104,Daggerfall,1
Farm,610,334,61011033452,Dragontail Mountains,4
Farm,524,46,524124661,Dwynnen,1
Farm,295,496,2952649667,Alik'r Desert,8
Farm,781,346,7819234654,Totambu,5
Farm,244,410,2441941019,Pothago,7
Farm,779,316,7796531676,Totambu,5
Farm,264,109,2646010955,Ilessan Hills,3
Farm,348,89,3480889111,Daenia,1
Farm,277,13,277581379,Northmoor,2
Farm,525,37,525493755,Dwynnen,1
Farm,228,107,2287010758,Ilessan Hills,3
Farm,427,410,4273741063,Sentinel,8
Farm,796,428,7967942847,Dragontail Mountains,4
Farm,560,320,5603632092,Tigonus,7
Farm,309,45,309104506,Ykalon,1
Farm,595,26,5951192669,Phrygias,4
Farm,251,23,251192373,Northmoor,1
Farm,505,66,505566622,Dwynnen,1
Farm,103,120,1033212026,Tulune,1
Farm,772,325,7724032596,Totambu,5
Farm,806,200,8066720069,Menevia,1
Farm,856,354,8564435473,Totambu,5
Farm,841,462,8411946264,Ephesus,4
Farm,258,412,2584241284,Pothago,7
Farm,271,46,271424699,Northmoor,1
Farm,216,449,2164644991,Kairou,7
Farm,113,80,113338063,Glenumbra Moors,1
Farm,251,490,2515449069,Alik'r Desert,8
Farm,476,139,4766313958,Anticlere,1
Farm,410,73,4101247356,Daenia,1
Farm,294,32,294813252,Ykalon,2
Farm,842,445,842114445119,Ephesus,4
Farm,306,196,30610219641,Shalgora,1
Farm,303,98,303659852,Ilessan Hills,2
Farm,98,126,984712638,Tulune,1
Farm,699,406,6994440665,Dragontail Mountains,4
Farm,637,84,637598465,Kambria,1
Farm,334,133,3341313305,Shalgora,1
Farm,494,140,4945614095,Anticlere,1
Farm,73,95,73659532,Glenumbra Moors,1
Farm,824,286,8241928659,Satakalaam,5
Farm,348,364,34810036456,Sentinel,7
Farm,338,57,338285788,Ilessan Hills,1
Farm,936,195,93612219509,Wrothgarian Mountains,4
Farm,590,288,5906128856,Tigonus,7
Farm,349,371,3497937176,Sentinel,7
Farm,540,417,5404541763,Alik'r Desert,8
Farm,702,435,7020343561,Dragontail Mountains,4
Farm,537,106,5377410656,Dwynnen,1
Farm,886,120,8867312082,Wrothgarian Mountains,4
Farm,976,371,9767837172,Mournoth,5
Farm,542,406,5423340658,Alik'r Desert,8
Farm,562,104,5624210477,Dwynnen,1
Farm,935,361,9356836140,Totambu,5
Farm,878,327,8784232799,Mournoth,5
Farm,712,221,7122222168,Isle of Balfiera,4
Farm,912,19,912591976,Wrothgarian Mountains,4
Farm,933,38,933223867,Wrothgarian Mountains,4
Farm,950,245,9503224558,Wayrest,1
Farm,201,22,20112822125,Northmoor,1
Farm,678,203,6782920328,Isle of Balfiera,4
Farm,838,354,8386035476,Totambu,5
Farm,202,128,2023812864,Glenpoint,3
Farm,263,99,263959984,Ilessan Hills,3
Farm,203,210,20311321051,Daggerfall,1
Farm,874,332,8748333299,Totambu,5
Farm,234,147,2346814761,Daggerfall,3
Farm,975,370,9754937093,Mournoth,5
Farm,495,132,49519132116,Anticlere,1
Farm,832,390,83211439058,Dragontail Mountains,4
Farm,508,23,508612323,Dwynnen,1
Farm,968,131,9684113183,Wrothgarian Mountains,4
Farm,516,115,5164711593,Dwynnen,1
Farm,619,101,6196110146,Bhoriane,1
Farm,812,30,812033074,Wrothgarian Mountains,4
Farm,885,235,8856323522,Wayrest,1
Farm,248,16,24811416105,Northmoor,1
Farm,902,236,9028423670,Wayrest,1
Farm,278,452,2786445272,Alik'r Desert,8
Farm,927,257,9275225754,Wayrest,1
Farm,227,69,227766961,Ilessan Hills,1
Farm,984,451,9849345161,Dragontail Mountains,4
Farm,273,1,273880159,Northmoor,2
Farm,865,358,8656835869,Totambu,5
Farm,984,140,98411514073,Wrothgarian Mountains,4
Farm,899,214,8992421455,Wayrest,1
Farm,411,179,4111317963,Anticlere,1
Farm,900,51,900885177,Wrothgarian Mountains,4
Farm,894,185,89459185108,Wayrest,3
Farm,605,14,605461468,Phrygias,4
Farm,412,62,4125962115,Daenia,1
Farm,433,476,4336547606,Bergama,8
Farm,707,406,7071340663,Dragontail Mountains,4
Farm,130,61,130506188,Glenumbra Moors,1
Farm,746,33,746563368,Wrothgarian Mountains,4
Farm,857,169,85722169102,Orsinium Area,3
Farm,941,23,9411242354,Wrothgarian Mountains,4
Farm,528,312,5289631260,Tigonus,6
Farm,518,430,51812043063,Alik'r Desert,8
Farm,461,159,4615115968,Anticlere,1
Farm,361,398,36170398100,Sentinel,7
Farm,873,107,87311810718,Wrothgarian Mountains,4
Farm,854,454,8548645465,Ephesus,4
Farm,644,342,6441034223,Dragontail Mountains,4
Farm,375,167,3757216756,Anticlere,1
Farm,184,35,18411135108,Northmoor,1
Farm,739,285,7397728536,Lainlyn,5
Farm,848,342,8489934259,Totambu,5
Farm,275,446,27511444674,Myrkwasa,8
Farm,117,258,11726258102,Betony,1
Farm,481,122,4811812272,Urvaius,1
Farm,780,45,780494573,Wrothgarian Mountains,4
Farm,377,150,3778115045,Anticlere,1
Farm,361,114,36110611463,Daenia,1
Farm,285,48,285464841,Ykalon,1
Farm,780,296,78004296125,Satakalaam,5
Farm,733,218,7339221892,Isle of Balfiera,4
Farm,614,108,61410610873,Bhoriane,1
Farm,117,177,1176017764,Daggerfall,1
Farm,591,302,5917430263,Dragontail Mountains,4
Farm,544,53,544905376,Dwynnen,1
Farm,429,174,4292717463,Anticlere,1
Farm,459,139,4595113973,Anticlere,1
Farm,563,83,563658355,Kambria,1
Farm,309,108,3091710819,Shalgora,2
Farm,968,328,9684932869,Mournoth,5
Farm,889,182,8898618274,Wayrest,3
Farm,928,170,9286017003,Wrothgarian Mountains,4
Farm,879,293,87912229365,Mournoth,5
Farm,615,112,6151311206,Bhoriane,1
Farm,147,83,147428364,Glenpoint,3
Farm,766,447,7661944770,Dragontail Mountains,4
Farm,840,180,84060180104,Menevia,1
Farm,835,72,835057260,Wrothgarian Mountains,4
Farm,873,488,8735648819,Dragontail Mountains,4
Farm,790,308,7908830877,Satakalaam,5
Farm,898,303,89812530369,Mournoth,5
Farm,720,220,7207022031,Isle of Balfiera,4
Farm,112,163,11295163100,Daggerfall,1
Farm,879,384,8795838454,Totambu,5
Farm,664,306,6647630615,Dragontail Mountains,4
Farm,770,356,7702735665,Totambu,5
Farm,912,24,912552450,Wrothgarian Mountains,4
Farm,222,14,222231410,Northmoor,1
Farm,485,461,4856746172,Alik'r Desert,8
Farm,908,32,908143258,Wrothgarian Mountains,4
Farm,943,263,94310626359,Wayrest,1
Farm,732,340,7326334092,Kozanset,5
Farm,834,298,8340829861,Satakalaam,5
Farm,914,145,91477145115,Wrothgarian Mountains,4
Farm,954,364,9540636420,Mournoth,5
Farm,312,129,3120512974,Shalgora,3
Farm,120,120,1207212058,Tulune,1
Farm,538,130,5381213014,Dwynnen,1
Farm,654,335,6540633573,Dragontail Mountains,4
Farm,360,38,3601013886,Ykalon,1
Farm,413,391,4135539160,Sentinel,7
Farm,435,496,4354749665,Alik'r Desert,8
Farm,343,397,3431939770,Sentinel,7
Farm,414,64,4141276405,Daenia,1
Farm,369,1,369190152,Ykalon,2
Farm,882,400,88211140077,Dragontail Mountains,4
Farm,580,99,580289960,Kambria,1
Farm,337,84,337328455,Ilessan Hills,1
Farm,137,43,137974373,Northmoor,1
Farm,403,179,4035217955,Anticlere,1
Farm,326,134,32661134105,Shalgora,1
Farm,944,413,9445441378,Dragontail Mountains,4
Farm,226,470,22668470122,Kairou,7
Farm,930,204,9305420482,Wayrest,3
Farm,343,381,3435838108,Sentinel,7
Farm,856,213,85612721359,Wayrest,1
Farm,719,293,7197229354,Lainlyn,5
Farm,964,28,9641082855,Wrothgarian Mountains,4
Farm,461,29,461882993,Phrygias,1
Farm,241,196,2415419692,Daggerfall,1
Farm,693,302,6935430223,Lainlyn,5
Farm,923,378,92311537872,Totambu,5
Farm,206,83,206188367,Glenpoint,3
Farm,712,328,7127932897,Kozanset,5
Farm,108,198,1084019860,Daggerfall,1
Farm,913,88,913358841,Wrothgarian Mountains,4
Farm,260,177,2609917787,Daggerfall,1
Farm,375,425,3757242564,Alik'r Desert,8
Farm,864,365,8644036573,Totambu,5
Farm,518,123,5187212369,Dwynnen,1
Farm,256,410,2565841073,Pothago,7
Farm,899,480,8995948056,Dragontail Mountains,4
Farm,652,310,6520431070,Dragontail Mountains,4
Farm,978,357,9782735729,Mournoth,5
Farm,665,302,66511930270,Lainlyn,4
Farm,772,442,7725444273,Dragontail Mountains,4
Farm,493,100,4930910015,Urvaius,1
Farm,263,163,2636916304,Daggerfall,1
Farm,860,443,8606844374,Ephesus,4
Farm,84,156,845815652,Tulune,1
Farm,781,349,78161349113,Totambu,5
Farm,637,94,6371199473,Bhoriane,1
Farm,151,107,1517610758,Glenpoint,3
Farm,336,178,3364717895,Anticlere,1
Farm,872,334,8726433414,Totambu,5
Farm,166,193,1665419337,Daggerfall,1
Farm,929,326,92974326128,Mournoth,5
Farm,880,125,8804212547,Wrothgarian Mountains,4
Farm,175,98,175889854,Glenpoint,3
Farm,610,102,6108810272,Bhoriane,1
Farm,372,172,37211417270,Anticlere,1
Farm,577,366,5775136655,Tigonus,7
Farm,804,203,80451203106,Menevia,1
Farm,392,168,3921416868,Anticlere,1
Farm,897,418,8976841854,Dragontail Mountains,4
Farm,331,17,331901769,Ykalon,2
Farm,302,47,302724761,Ykalon,1
Farm,497,152,4974215252,Anticlere,1
Farm,612,333,6129533384,Dragontail Mountains,4
Farm,868,423,8689242361,Ephesus,4
Farm,695,108,69501108105,Alcaire,1
Farm,204,24,2041272464,Northmoor,1
Farm,553,354,5535235452,Tigonus,7
Farm,397,381,3971038159,Sentinel,7
Farm,948,161,9482016160,Wrothgarian Mountains,4
Farm,641,105,6415910558,Bhoriane,1
Farm,814,164,81412716454,Menevia,3
Farm,554,315,5548331570,Tigonus,6
Farm,572,8,5722308110,Phrygias,4
Farm,293,144,29356144114,Shalgora,3
Farm,636,489,6365948944,Dak'fron,9
Farm,196,32,196033269,Northmoor,1
Farm,363,156,3639615672,Anticlere,1
Farm,968,290,9687829032,Mournoth,5
Farm,882,454,8829045437,Ephesus,4
Farm,850,441,8506844159,Ephesus,4
Farm,375,131,3757813186,Anticlere,1
Farm,615,425,6151542554,Alik'r Desert,8
Farm,563,97,5631009760,Kambria,1
Farm,352,152,3522215270,Anticlere,1
Farm,786,57,786645767,Wrothgarian Mountains,4
Farm,494,80,4941058051,Dwynnen,1
Farm,544,26,544522670,Dwynnen,1
Farm,774,325,7740632559,Totambu,5
Farm,229,442,2293544268,Kairou,7
Farm,457,104,4575410456,Urvaius,1
Farm,753,313,7536331368,Lainlyn,5
Farm,816,205,8169220569,Menevia,1
Farm,644,368,6446536869,Dragontail Mountains,4
Farm,650,53,650585369,Kambria,4
Farm,541,4,541190412,Phrygias,1
Farm,844,42,844734273,Wrothgarian Mountains,4
Farm,679,104,6796510467,Koegria,1
Farm,432,399,4327339908,Sentinel,8
Farm,260,122,2606312260,Ilessan Hills,3
Farm,525,99,525619903,Dwynnen,1
Farm,839,24,839742428,Wrothgarian Mountains,4
Farm,438,414,4384541446,Sentinel,8
Farm,197,27,1971242770,Northmoor,1
Farm,190,144,19010014452,Glenpoint,3
Farm,908,207,9082720768,Wayrest,1
Farm,259,205,2596020577,Daggerfall,1
Farm,414,26,414412635,Ykalon,1
Farm,109,56,109765642,Glenumbra Moors,1
Farm,452,377,4525437756,Ayasofya,7
Farm,792,340,7924434054,Totambu,5
Farm,668,445,6688744559,Dak'fron,4
Farm,824,432,82408432120,Ephesus,4
Farm,611,95,611729597,Bhoriane,1
Farm,838,410,8385441070,Dragontail Mountains,4
Farm,286,95,286449574,Ilessan Hills,2
Farm,227,445,2276044510,Kairou,7
Farm,705,340,7053134097,Kozanset,5
Farm,576,444,57610544452,Dak'fron,8
Farm,523,347,52312034712,Tigonus,7
Farm,929,148,9296314874,Wrothgarian Mountains,4
Farm,405,37,405353726,Ykalon,1
Farm,758,373,7586537361,Totambu,5
Farm,656,17,656581726,Wrothgarian Mountains,4
Farm,400,46,400684659,Daenia,1
Farm,466,23,466402338,Phrygias,2
Farm,468,63,468636349,Urvaius,1
Farm,560,121,5605812158,Bhoriane,1
Farm,851,445,85110044556,Ephesus,4
Farm,415,161,4156716165,Anticlere,1
Farm,507,88,507338845,Dwynnen,1
Farm,733,353,7331835317,Totambu,5
Farm,446,31,4461153103,Ykalon,1
Farm,675,413,675127413111,Dragontail Mountains,4
Farm,260,414,2601841458,Pothago,7
Farm,900,227,9006522758,Wayrest,1
Farm,472,398,47212339860,Ayasofya,8
Farm,534,111,5344911177,Dwynnen,1
Farm,290,57,2906357105,Ilessan Hills,1
Farm,899,378,8995537860,Totambu,5
Farm,653,417,65359417109,Santaki,4
Farm,431,412,4318141231,Sentinel,8
Farm,396,61,396406181,Daenia,1
Farm,748,374,7486937456,Totambu,5
Farm,127,46,127504677,Northmoor,1
Farm,580,314,58012231412,Tigonus,7
Farm,609,430,6096143058,Alik'r Desert,8
Farm,839,314,83912231405,Satakalaam,5
Farm,638,28,638702876,Wrothgarian Mountains,4
Farm,829,365,8297336559,Totambu,5
Farm,255,494,25510449406,Alik'r Desert,8
Farm,906,442,9066344270,Ephesus,4
Farm,340,438,3400143856,Alik'r Desert,8
Farm,653,384,6530538419,Dragontail Mountains,4
Farm,431,18,431291858,Ykalon,2
Farm,702,77,702997765,Koegria,4
Farm,782,24,782902490,Wrothgarian Mountains,4
Farm,596,124,5967812458,Bhoriane,1
Farm,317,484,31712748459,Alik'r Desert,8
Farm,121,117,121105117125,Tulune,1
Farm,740,124,7402812473,Alcaire,4
Farm,339,372,33955372113,Sentinel,7
Farm,854,108,85410210860,Wrothgarian Mountains,4
Farm,589,118,5898411858,Bhoriane,1
Farm,790,107,79012310724,Wrothgarian Mountains,4
Farm,251,196,2516119667,Daggerfall,1
Farm,514,475,51473475106,Dak'fron,9
Farm,323,50,323635018,Ykalon,1
Farm,511,388,5118438860,Ayasofya,7
Farm,696,346,69610834652,Dragontail Mountains,4
Farm,136,83,1361098365,Glenumbra Moors,1
Farm,701,286,7016928681,Lainlyn,5
Farm,769,443,7696944372,Dragontail Mountains,4
Farm,984,85,984548546,Wrothgarian Mountains,4
Farm,745,295,7451329567,Lainlyn,5
Farm,846,32,846703286,Wrothgarian Mountains,4
Farm,218,163,2181416354,Daggerfall,3
Farm,824,373,824124373104,Totambu,5
Farm,756,104,7564610481,Wrothgarian Mountains,4
Farm,882,430,8829043046,Ephesus,4
Farm,822,331,8220333174,Totambu,5
Farm,723,372,7238837256,Dragontail Mountains,4
Farm,200,159,2008615951,Daggerfall,3
Farm,344,145,3445914572,Anticlere,1
Farm,444,463,4445546369,Bergama,8
Farm,373,51,3731165104,Daenia,1
Farm,730,447,73010044759,Dragontail Mountains,4
Farm,481,109,48154109100,Urvaius,1
Farm,240,178,2407817855,Daggerfall,1
Farm,615,393,6159239358,Alik'r Desert,4
Farm,430,122,4305212223,Anticlere,1
Farm,901,276,90110927659,Mournoth,5
Farm,115,169,1151716969,Daggerfall,1
Farm,207,160,2076716072,Daggerfall,3
Farm,566,106,5663310654,Dwynnen,1
Farm,151,56,151655672,Northmoor,1
Farm,275,460,2757846072,Alik'r Desert,8
Farm,542,135,5425613586,Dwynnen,1
Farm,612,352,6125135237,Dragontail Mountains,4
Farm,895,198,895114198122,Wayrest,1
Farm,508,34,508543447,Dwynnen,1
Farm,297,107,2974610741,Ilessan Hills,2
Farm,159,67,159866796,Northmoor,1
Farm,304,166,3046716674,Shalgora,1
Farm,470,423,4709942345,Antiphyllos,8
Farm,434,169,4343116945,Anticlere,1
Farm,254,56,2541055619,Northmoor,1
Farm,247,111,2477211155,Ilessan Hills,3
Farm,323,93,323549373,Ilessan Hills,2
Farm,380,131,3806313155,Anticlere,1
Farm,317,158,3174415884,Shalgora,1
Farm,144,159,1449215935,Daggerfall,1
Farm,407,157,4079215731,Anticlere,1
Farm,398,13,398421379,Ykalon,2
Farm,854,224,8540022467,Wayrest,1
Farm,792,307,7923630760,Satakalaam,5
Farm,871,372,8715137276,Totambu,5
Farm,585,23,585882358,Phrygias,1
Farm,669,414,6695441459,Dragontail Mountains,4
Farm,262,5,262600561,Northmoor,1
Farm,142,169,1421916973,Daggerfall,1
Farm,543,94,543619412,Dwynnen,1
Farm,934,14,934601460,Wrothgarian Mountains,4
Farm,580,137,5807713751,Bhoriane,1
Farm,448,19,448811937,Phrygias,2
Farm,343,19,343911993,Ykalon,2
Farm,298,63,298126365,Ilessan Hills,1
Farm,293,213,2938621335,Daggerfall,1
Farm,219,55,2196955113,Northmoor,1
Farm,651,60,651676032,Kambria,4
Farm,844,48,844794846,Wrothgarian Mountains,4
Farm,875,59,8751065903,Wrothgarian Mountains,4
Farm,916,61,916746113,Wrothgarian Mountains,4
Farm,659,1,6591090119,Wrothgarian Mountains,4
Farm,589,393,58965393111,Alik'r Desert,8
Farm,135,147,13504147104,Glenpoint,1
Farm,917,277,9177427764,Mournoth,5
Farm,722,410,72212241064,Dragontail Mountains,4
Farm,800,365,8000636518,Totambu,5
Farm,832,156,8325515665,Menevia,3
Farm,133,154,133123154111,Daggerfall,1
Farm,451,133,4515613327,Anticlere,1
Farm,526,434,5265843426,Alik'r Desert,8
Farm,689,394,689118394118,Dragontail Mountains,4
Farm,268,497,2683149768,Alik'r Desert,8
Farm,985,303,9856530393,Mournoth,5
Farm,388,348,38899348102,Sentinel,7
Farm,508,327,50811532761,Tigonus,6
Farm,952,98,9521099855,Wrothgarian Mountains,4
Farm,815,286,8155228661,Satakalaam,5
Farm,575,58,5750858115,Dwynnen,1
Farm,686,315,6862031517,Lainlyn,5
Farm,800,187,8005418717,Menevia,1
Farm,128,200,1281220065,Daggerfall,1
Farm,245,58,245035870,Northmoor,1
Farm,434,396,4343139638,Sentinel,8
Farm,765,437,7651543718,Dragontail Mountains,4
Farm,507,395,5079639595,Ayasofya,8
Farm,557,340,5573534027,Tigonus,7
Farm,374,63,374876373,Daenia,1
Farm,383,483,3834048367,Alik'r Desert,8
Farm,942,61,9429961100,Wrothgarian Mountains,4
Farm,918,250,9180125059,Wayrest,1
Farm,894,187,8946018718,Wayrest,3
Farm,910,379,9109337974,Totambu,5
Farm,421,85,421678561,Urvaius,1
Farm,907,228,9078322852,Wayrest,1
Farm,149,165,14912016563,Daggerfall,1
Farm,858,4,858740460,Wrothgarian Mountains,4
Farm,897,201,8976920188,Wayrest,1
Farm,141,121,1418412173,Glenpoint,3
Farm,963,206,9638420676,Gavaudon,4
Farm,707,94,707979454,Alcaire,1
Farm,611,69,611496940,Kambria,1
Farm,900,81,900798128,Wrothgarian Mountains,4
Farm,497,115,4974911555,Urvaius,1
Farm,963,265,9630426577,Wayrest,1
Farm,713,352,7139535254,Kozanset,5
Farm,771,283,77133283101,Satakalaam,5
